video_name,stt_name,category_name,title,description
276.mp4,276.txt,Юмор,Пойдём отойдём I #6I СВАРИЛ ВХОДНУЮ ДВЕРЬ. ДЕРЕВЕНСКИЙ ПОКУПАЕТ НОВУЮ ТАЧКУ,"Москвич приходит в гости к Сундуку, который заварил входную дверь. Сундук решил купить новую тачку. В этом ему помогает его друг Тяпа. Какая будет новая тачка Сундука вы узнаете в этой серии!"
277.mp4,277.txt,Лайфстайл,Тру ДЕТЕКТОР I #10,"Вы смотрите шоу с детектором лжи «Тру ДЕТЕКТОР»! Шоу, в котором Кристи Крайм и её молчаливый друг приглашают в гости известных людей и задают им неудобные вопросы под пристальным взором полиграфа."
278.mp4,278.txt,Музыка/Клипы,LocatiON |  Дима Бамберг - Помпиду,"Дима Бамберг исполняет песню «Помпиду» в галерее современного искусства.  Музыканты в арт-масках животных стоят как экспонаты в музее, играя динамичную музыку. После клипа артисты дают небольшое интервью от истории написания песни и своём новом альбоме"
279.mp4,279.txt,Лайфстайл,"Мама 21 века| 2 сезон, 2 выпуск | Использование материнского капитала","После появления в семье ребенка родителям полагается материнский капитал. На что конкретно можно потратить выплату, а какие покупки за ее счет будут незаконными? Подробно об этом расскажет Марина Дворникова в сегодняшнем выпуске  «Мама 21 века»."
280.mp4,280.txt,Авто-мото,$1000 шоу | 8 выпуск | Мексиканская вечеринка,"Буэна нарде зритель! На этой неделе я решил устроить мексиканскую вечеринку! Самбреро, пеньяты, заводная мексиканская музыка, тачки ну и конечно же новый безумный челлендж за 1000$! Так что как всегда готовьте чайоку, устраивайтесь поудобнее, поехали!"
281.mp4,281.txt,Юмор,ШЛЯПА | Выпуск 7,"Если вы расстроены по поводу того, что не ходили на концерт Бурановских бабушек, тогда не отчаиваетесь, в этом выпуске вы получите такие же эмоции! По мнению наших гостей, а именно Егора, Макса и Андрея, мы узнаем, какой видеоролик был самым смешным, а какой можно было увидеть на передаче «Сам себе режиссёр»!"
282.mp4,282.txt,Путешествия,Один выходной | Выпуск 7 | Где посмотреть на автомобили в Москве?,"Если вы автолюбитель, или хотите поразить их своими знаниями. Тогда отрывайтесь от дивана... и вперед покорять новые места. Сегодня вместе с Ташэ, вы узнаете, где можно посмотреть на ретро-автомобили за деньги и бесплатно.  А также вы узнаете: Что такое плавниковый стиль. Сколько стоит самая дорогая авто моделька. И как связан Москвич и Буратино?"
283.mp4,283.txt,Лайфстайл,Мама 21 века| Выпуск 4| Выезд ребенка за границу,"При выезде с ребёнком за границу нужно иметь определенные документы, без которых осуществить путешествие невозможно. Как подготовиться к поездке, о чем стоит позаботиться родителям и какие документы брать? Об этом  в сегодняшнем выпуске «Мама-21 века» расскажет Марина Дворникова."
284.mp4,284.txt,Развлечения,Аукцион | Выпуск 4 | Наргиз,"Добро пожаловать на АУКЦИОН шоу в котором подписчики делают ставки за вещи своего любимого блогера! Сделать ставку может каждый сидящий в зале, в качестве ставки принимается всё кроме денег, ну а ставки помогает сделать ведущий шоу Игорь Чехов.  В этом выпуске, поклонники творчества Наргиз боролись за личные вещи кумира! Хотите знать, на что они готовы ради коллекции духов? Тогда скорее смотрите выпуск.  А если уже посмотрели, то поделитесь выпуском с друзьями кто знает, может быть именно ваш кумир окажется на Аукционе в следующем выпуске."
285.mp4,285.txt,Развлечения,Один выходной | Выпуск 13 | Как почувствовать себя большим человеком в Москве?,"Иногда ты чувствуешь себя маленьким, а хочется почувствовать себя большим человеком. Все просто! Ташэ расскажет как почувствовать себя огромным, посетив несколько музеев миниатюр в Москве. Сделает она это за деньги и бесплатно, а так же проверит можно ли там провести целый выходной  Сегодня Ташэ отправится в музей ""Макет Москвы"" уникальный и самый большой в России, а так же в музей Lego Brickstar. Вы узнаете сколько стоит самый дорогой лего экспонат, а так же как управлять погодой и радугой. Как всегда за деньги и бесплатно."
286.mp4,286.txt,Видеоигры,PVP #1 I Парадеич VS Кореш,"В этом выпуске Саша Парадеич и Леша Кореш выясняют сколько стоит Твич, кто понюхал БЕБРУ и меряются хвостами в самой кринжовой олимпиаде."
287.mp4,287.txt,Лайфстайл,PykoJob | Выпуск 10 | Комната релакса,"Гостиная или спальня? Или может быть рабочее пространство? Неважно, как комната используется - главное, в ней всегда будет кстати стильная и уютная чилаут-зона. В новом выпуске ведущая Алиса и дизайнер Наташа придумают, как сделать так, чтобы в комнате было приятно отдохнуть во время работы на удаленке, или чтобы в нее было приятно возвращаться после долго дня в офисе."
288.mp4,288.txt,Интервью,Выпуск 7 | Оскар Кучера | Как парню пережить расставание? | О чем молчат мужчины,"Добро пожаловать на шоу «О чем молчат мужчины». Здесь парни говорят о том, о чем им не принято говорить. В этом выпуске вместе с Оскаром Кучерой мы говорили о том как парни переживают расставание? Делимся историями и личным опытом.  Гость выпуска: Оскар Кучера  Жора -   Оксана -  Денис -  Иван - /  Илья -  Самые откровенные темы, самые актуальные вопросы. На этом канале только чистая, мужская правда."
289.mp4,289.txt,Развлечения,Такой расклад. Эфир 1. Таро. Про любовь,"В этом выпуске шоу «Такой расклад» вы увидите таролога Ксению ПроТаро в компании ведущего Сергея Терре. Встречаемся в 20:00! Тема этого и следующих выпусков недели – любовь. В прямом эфире Ксения сделает расклады на картах таро, чтобы ответить на вопросы зрителей об отношениях с партнёром, взаимных и невзаимных влюблённостях, поиске второй половины – любых аспектах, связанных с темой. Кроме того, попросим Ксению сделать расклад для одной звёздной пары. Дорогие зрители, вопросы можно задавать в чате прямо на странице трансляции! А также по этим ссылкам: Telegram-бот  Официальная страница RUTUBE -23459697_132666 Смотрите выпуск и включайте следующие эфиры в среду 9 ноября в 20:00, с рунами и специалистом Дарьей Холикэт, и в пятницу 11 ноября в 20:00, с метафорическими картами и специалистом Вероникой Копейко, чтобы услышать ответы волнующие вас вопросы."
290.mp4,290.txt,Бизнес и предпринимательство,Сколько Стоит Бизнес? Выпуск 3. От кладовщика до создателя MMA-империи. Артур Арутюнян «Наше Дело»,"Артур Арутюнян – промоушен «Наше Дело» В этом выпуске вы узнаете, как Артур Арутюнян в кратчайшие сроки прошел путь от кладовщика до основателя главного поп-мма промоушена страны. На чем зарабатывает такой бизнес? Сколько сил и времени требуется для организации таких крупномасштабных съёмок? Почему бои стали настолько популярны в последние годы? И почему некоторым бойцам готовы платить миллионы рублей за один бой? Смотри и делись своим впечатлением в комментариях под видео. По вопросам рекламы пишите на email»"
291.mp4,291.txt,Лайфстайл,Почетный гражданин | Выпуск 3 | Иваново,Татьяна Строкова вместе с приглашенным гостем Жанной Радовой в Иваново! Продолжаем знакомиться с городами Золотого кольца! Погрузимся в атмосферу таинственного города не только невест. Жанна Татьяна  #путешествияпоРоссии #путешествия #городаРоссии
292.mp4,292.txt,Видеоигры,PVP #4 I Джемсайд VS Хурма,"Джемсайд и Хурма - бывшие участники команды Virtus Pro по Fortnite рассуждают о киберспорте, отвечают на вопросы Маши и играют в симулятор автофутбола - Rocket League."
293.mp4,293.txt,Развлечения,Тяпа I #5 I РАБОТА МЕЧТЫ,"Пропал Андрей Чернобыль. Лиза и Тяпа узнали о том, что он устроился на необычную работу. Что было дальше смотри в этой серии."
294.mp4,294.txt,Спорт,Путь бойца. Серия 6,"""Наше дело"" представляет шестой выпуск первого сезона реалити-шоу ""Путь бойца"". Участники уже находятся на пределе. Бешенный график не даёт им расслабиться ни на минуту, на восстановление остаётся мало времени. Сил всё меньше, но до финала осталось немного. Изнурительная тренировка для бойцов от приглашённых звёзд. Кто попадёт в команду к Гаджи Наврузову, а кого будет тренировать Павел Шульский. Кто справится со всеми заданиями, а кто будет лежать на мате и мечтать, чтобы всё закончилось. “Наше дело” устроит конференцию специально для наших бойцов. В словесной перепалке, лицом к лицу сойдутся те, кто уже много раз выходил в клетку и доказывал своё мастерство и те, кому это ещё предстоит. Очередные потасовки в студии. Ради массовой драки против профессиональных бойцов, наши участники объединились. Никто не останется сидеть на месте. Удары, падения, кровь… Кто из участников смог выбить себе бой, а кто остался сидеть в стороне и молчать. Яркий бой за место в проекте, несколько нокдаунов, но проигравший всё равно поднимался и продолжал биться за свою мечту. Смотрите в очередном выпуске реалити-шоу “Путь бойца”. По вопросам рекламы пишите на email"
295.mp4,295.txt,Юмор,ВЫПУСК №3 НЕУДОБНЫЙ СТЕНДАП,"В этом выпуске неудобного стендапа, за внимание случайных зрителей, сразятся Борис Зелигер, Юлия Демиденкова и Сергей Матросов. Смогут ли комики заработать своим юмором на парковке, в столовой и на рынке? Смотри в выпуске!"
296.mp4,296.txt,Сериалы,"Салют, Начальник | 2 серия","Назаров потихоньку знакомится с жителями Чуда и пытается завоевать их уважение после своего ""эффектного"" появления. К счастью, участковому попадается дело, которое поднимет его авторитет в глазах чудинцев. Но не всех. По вопросам рекламы пишите на email"
297.mp4,297.txt,Спорт,Лев Против подрался с Соболевем. Паша Техник подрался. Эдвард Бил ведущий. Перс vs Пираев.,"27 октября пройдет бой Марифа Пираева против Персидского Дагестанца. Посмотреть бой в прямом эфире можно будет ТОЛЬКО на сайте или в мобильном приложении нашего партнера Winline. Не пропусти долгожданный бой! Регистрируйся по ссылке в закрепленном комментарии с промокодом DELO и смотри бой Перс-Пираев на Winline абсолютно бесплатно! А еще ты получишь 2000 рублей на первую ставку. «Смотрите прямую трансляцию турнира на Wink:  Спортивное питание Тарасова - -169554   Таймкоды: 00:00 - Тизер 01:53 - Начало 05:52 - Бил новый ведущий Нашего Дела 07:35 - Мариф Пираев vs Перс 37:10 -Эдуард Кузьминов vs Ислам Кадиев 46:32 - Конфликт Кузьминова и Бадаляна 52:27 - Азамат Ассассин vs Азиз Камалов 1:07:55 - Реваз Верулашвили vs Вячеслав Дацик 1:27:07 - Малик Канаев vs Кирилл Боков 1:31:00 - Николай Соболев vs Михаил Лазутин 1:32:31 - Конфликт Соболева и Лазутина 1:49:33 - Драка с Техником 1:54:19 - Тарасова вызвали на бой  «Наше Дело» врывается в новую неделю с новой конференцией и новым ведущим, которого вы прекрасно знаете и помните. Бил возвращается.  В этом выпуске вы увидите последний стердаун в истории соперничества Марифа Пираева и «Персидского Дагестанца» Мухаммеда Хейбати. Конфликт, который длится больше года, подходит к завершению. Азамат Асассин готов выйти на второй бой в рамках нашего промоушена. Предстоящий финал гран-при «Наше Дело» в легком весе между Эдуардом Кузьминовым и Исламом Кадиевым оказался под угрозой срыва из-за полученной травмы на конференции. Также обсудили бой тяжеловесов-рубак Малика Канаева с Кириллом Боковым. По вашим просьбам нашли достойного соперника «Черному Танку» Ревазу Верулашвили и это будет легенда ММА Вячеслав Дацик. Ну и на десерт обсудили не законченный конфликт между Николаем Соболевым и Львом Против, который закончился потасовкой.  Как вам новый ведущий? Эдвард Бил или Артем Тарасов. Instagram Артура  -   Instagram Била -  Канал ""Дела Артура"" -  Сотрудничество - email  Реклама - email  Хочешь попасть в Шоу ""Наше Дело""? - Присылай заявку на почту email  (В заявке необходимо указать: ФИО, рост, возраст, вес, гражданство, город, фото, ссылка на instagram, телефон)  #НашеДело #Дацик #НиколайСоболев"
298.mp4,298.txt,Авто-мото,IVECO грузовик на Байкальской миле 2020,"Фестиваль скорости ""Байкальская Миля 2020"" собрал множество уникальных проектов. Среди них - седельный тягач IVECO Stralis на экологически чистом топливе - сжиженном природном метане.  Тягач Iveco установил рекорд скорости в рамках фестиваля - 87.6 км/ч и зафиксировал результат в ""Книге Рекордов России"". Видео: Dva Stvola Production"
299.mp4,299.txt,Развлечения,Женский труд | Птичкин домик | Выпуск 1,Две красотки за тридцать тысяч рублей пытаются сделать скворечник.
300.mp4,300.txt,Развлечения,Шоу «Пацанский Клининг» (выпуск 1),"Известные блогеры Зема, Сундук, Тяпа и Оля устроят в квартире своего подписчика самую настоящую уборку, где сами будут мыть полы, посуду и даже туалет.  При этом Оле как единственной девушке в этом шоу предстоит решить, кто из парней лучше всех провел уборку, а кого ждет наказание и статус «Рукожопа»."
301.mp4,301.txt,Блоги,Хашлама | Азарёнок и Тихановская | Медицина в России | Религия в Африке| Социальные ролики Тик Ток |,"Сегодня Султан и Авет обсудят:  ""Азаренок. Тайные пружины политики"", Тихановскую, Лукашенко, диетологи, толстые люди, индийская кухня, гигантская Тали, состояние медицины в России, дрель заместо пневмотрепана и многое другое.  А также поели в доставке Food rec. Приложение качайте в своих сторах. Приятного аппетита, господа. #хашлама #шоу   /  Сотрудничество: email"
302.mp4,302.txt,Музыка/Клипы,locatiON |  МЕДЖИКУЛ,Окунитесь в атмосферу клипа и насладитесь глубоким и чистым звучанием песни в исполнении талантливой группы МЕДЖИКУЛ. Приятного прослушивания с locatiON ?
303.mp4,303.txt,Блоги,Варя в космосе | Выпуск 2 | Самые яркие события 2021,"В этом выпуске у Вари самые яркие космические события 2021 года. Запуск ""Джеймса Уэбба"" и новая эра в изучении Вселенной. Что нашли на Марсе и как он звучит. Бум космического туризма и космического кино. Разглядели не только экзопланеты, но и их луны. Проснулась чёрная дыра в центре Млечного пути... нас затянет?"
304.mp4,304.txt,Блоги,TikTok Дайджест | Выпуск 5,"Встречайте свежий выпуск с Настей Витоновой. Свежие сплетни, актуальные тренды, интересные новости - смотрите, внимайте, обожайте!"
305.mp4,305.txt,Кулинария,МАКСИМ НАРОДНЫЙ Выпуск №3 «ГОТОВИМ СОЧНЕЙШИЕ ЛЮЛЯ-КЕБАБ»,Максим Народный предлагает подписчикам приготовить в домашних условиях очень вкусную и аппетитную люля-кебаб.
306.mp4,306.txt,Авто-мото,$1000 шоу | 7 выпуск | Авто-рыцари,"На этой неделе вас ждёт очередной безумный челлендж! Его я назвал  «Авто рыцари»!  По его правилам каждому из 4 наших рыцарей мы прикрепили копьё к тачке и победит тот, кто быстрее ударит по щиту противника! Победитель, как всегда заберёт 1000$! Будет весело, так что готовьте чайоку рыцари и миледи, устраивайтесь поудобнее, поехали!"
307.mp4,307.txt,Кулинария,ШЕФ | Выпуск 7 | Тёплый салат с мидиями в азиатском стиле,"В этом выпуске шеф приготовит салат из мидий в азиатском стиле и развеет миф о том, что в домашних условиях сложно вкусно приготовить блюда из морепродуктов! Что еще приготовить из мидий и где приобрести продукцию Магуро можно узнать на сайте: -tuna.ru  Код регистрации в ЕРИР: Pb3XmBtzsrxiRPkSh1XCGrvNp8yv4VMh1iJGFVY"
308.mp4,308.txt,Развлечения,Стендап гороскоп: Ульяна Красильникова - Стрельцы,"В новом выпуске шоу «Стендап гороскоп» Ульяна Красильникова расскажет про представителей знака, и что ожидает Стрельцов в наступившем 2022 году."
309.mp4,309.txt,Юмор,Антон Протеинов I #10 I Как нужно готовиться к соревнованиям,"В этом выпуске, легенда спорта расскажет, как нужно готовиться к соревнованиям по бодибилдингу. Расскажет с каких именно упражнений начать. Подскажет, как эффективнее всего сушиться. Даст совет по правильному питанию. А также, покажет, как сэкономить время на тренировках и всё равно нарастить мышечную массу.  Инстаграм: /"
310.mp4,310.txt,Спорт/Игры,Три лошадиные силы | Выпуск №4,"На полученные деньги в предыдущем конкурсе парни покупают себе машины для дальнейших соревнований и челленджей. Каждый участник  понимает, что оттого какую машину они купят зависит,  насколько хорошо они будут проходить подготовленные для них  испытания. Чтобы получить преимущество  герои должны  с помощью свой смекалки придти к наиболее лучшему выбору. Кто приорбетет самый мощный автомобиль узнаете в этом выпуске !"
311.mp4,311.txt,Развлечения,Шоу «Пацанский Клининг» (выпуск 3),"В этом выпуске подписчик пригласил к себе «Пацанский Клининг», чтобы по возвращению жены из командировки удивить её безупречной чистотой в квартире и убрать все подозрения о происходившем в ее отсутствие хаосе."
312.mp4,312.txt,Развлечения,Женский труд | Девичье логово | Выпуск 11,Две красотки за тридцать тысяч рублей пытаются соорудить шалаши.
313.mp4,313.txt,Видеоигры,Гейм разбор. Выпуск №9 - Metro 2033 - реакция инженера,В этом выпуске сотрудник метрополитена реагирует на игру Metro 2033! Можно ли пережить постапокалипсис в метро? Как устроена его работа? Можно ли в метро встретить мутантов? Ответы на эти вопросы вы найдёте в 9 эпизоде шоу «Гейм разбор»!
314.mp4,314.txt,Развлечения,Пойдём отойдём I #9I Деревенский открыл казино. Начальник пришёл с проверкой. Пойдём отойдём.,"Сундук открыл у себя на даче нелегальный бизнес, который вскоре был прикрыт начальником! Сколько суток выпишут Сундуку в этой серии? Смотри прямо сейчас!"
315.mp4,315.txt,Кулинария,Домашняя кухня от шефа: Выпуск №2,"Новый год уже совсем близко, и миллионы хозяек готовят главное новогоднее блюдо - салат Оливье. Казалось бы, как сделать это привычное блюдо ярким и необычным? В этом нам поможет шеф Саша Белькович и его шоу “Домашняя кухня от шефа”!"
316.mp4,316.txt,Спорт/Игры,Антон Протеинов I #9 I Лучшая техника медитации и растяжки,"В этом выпуске легенда спорта даст советы для прекрасного пола. Подскажет, как правильно нужно заниматься йогой в гамаках, подскажет технику медитации. А также, подскажет способы как сесть на шпагат быстро и эффективно.  Инстаграм: /"
317.mp4,317.txt,Спорт/Игры,Три лошадиные силы I Выпуск №5,"Пора затестить новые игрушки, ребят! Чтобы проверить насколько их покупки удачны, парни отправляются на профессиональную гоночную трассу! Крутые повороты, скрежет жжённой резины, и неожиданные ""подарки"" на трассе - вот то немногое что ожидает их сегодня. Кто же из ребят приобрел самый мощный автомобиль? Вы узнаете в этом выпуске !"
318.mp4,318.txt,Юмор,"«Пожалуйста, не рассказывай!» Ренат Мухамбаев, Александр Панекин, Алексей Кривеня!","Шоу с Алексеем Кривеней, где знаменитые друзья расскажут друг про друга истории, за которые им будет стыдно!   Подписывайся на наши социальные сети: -ВК  -Телеграмм  -Инста  -Одноклассники   ХЭШТЭГИ #ШОУ #КОНЦЕРТЫ #ПНР #КРИВЕНЯ #ИГРА #КВН #КАМЫЗЯКИ #КОРНИ #ДОРОХОВ #АЗАМАТМУСАГАЛИЕВ #ТНТ #СТС  Благодарим группу «Дископровокация» за любезно предоставленный трек для музыкальной темы шоу. Telegram - "
319.mp4,319.txt,Спорт,Baikal Mile 2019,International Festival of speed
320.mp4,320.txt,Авто-мото,MOST CULT CARS на Байкальской миле 2020,"Всего на несколько десятых секунд уступил  первое место в автомобильном зачете Chevrolet One-Fifty Sedan Delivery 1955 года команды Most Cult Cars.  У него были все шансы стать самым быстрым автомобилем фестиваля: скорость на выходе — 235,17 километра в час."
321.mp4,321.txt,Блоги,"На связующих|Михаил БашкатовlCложно ли найти номер Дорохова|Башкатов про КВН, кухню и Даешь молодёжь","  Играй бесплатно на GFN.RU с базовой подпиской или подключай премиум и запускай игры с топовой графикой с приоритетом в очереди   На связующих - это шоу, в котором Кирилл Фокин-Сазонов совместно со звездными гостями любыми способами пытаются найти номер и дозвониться известным артистам шоу-бизнеса. Сегодня в гостях – МИХАИЛ БАШКАТОВ, а звонить мы будем ДЕНИСУ ДОРОХОВУ!"
322.mp4,322.txt,Спорт,Чей волан быстрее: Юнусова или Ознобихина? Дубовенко и Алимова покажут увлекательный бадминтон,"В этом эпизоде Роману Юнусову и его звездному гостю и «реальному пацану» – актёру Игорю Ознобихину – предстоит вспомнить навыки детства и доказать себе и зрителям, что бадминтон – это не только игра на травке, но и серьёзное испытание, которое применяют даже российские космонавты в своей тренировке! Смогут ли наши ведущие отправить воланчик на площадку, а не к звездам?  Узнаем в выпуске шоу «Спортивный интерес». По вопросам рекламы пишите на email"
323.mp4,323.txt,Юмор,Тяпа I #9 I СТАЛИ ПАНКАМИ. СОБРАЛИ ОЛИМПИЙСКИЙ. ГРУППА KISS ОТДЫХАЕТ,"Лиза приезжает в гараж за Тяпой и Андрюшей, где узнаёт, что парни стали настоящими панками! Так они ещё и участвуют в конкурсе! Смогут ли они победить и выиграть главный приз, вы узнаете в этой серии!"
324.mp4,324.txt,Блоги,"Поверь мне, подруга I #10 I Как стать популярной в школе","Поговорим о том, как вести себя в новой школе."
325.mp4,325.txt,Спорт/Игры,Три лошадиные силы I Выпуск №7,"В этом выпуске «3 лошадиные силы» пройдут в танковой части. Из гражданских лихачей армия превратит Авета, Макса и Сашу в бесстрашных танкистов. Впереди жесточайшая полоса препятствий. Взрывы. Стрельба! Скрежет гусениц и залпы из танковых орудий. За выполнением боевых задач будет следить грозный старый вояка, подполковник Лютый (Валерий Баринов). С ним шутки не пошутишь, но парни будут стараться."
326.mp4,326.txt,Новости и СМИ,БЮРО ДОБРЫХ ДЕЛ №3 | ЭКО-ГАРДЕРОБ | ГОРОДСКОЙ ФЕРМЕ ВДНХ 7 ЛЕТ | СТОРОЖЕВОЙ КОТ,"Добро пожаловать на канал “Бюро Добрых Дел”! Его глава – это я, Лариса Брохман. А миссия нашего Бюро – искать самые добрые и хорошие новости по всему миру, чтобы рассказать их вам. В этом выпуске:  - Сторожевой кот спас своего хозяина от грабителей. - Почему черепаха остановила целый поезд? - Городской ферме ВДНХ исполнилось 7 лет, Ксения Егорова идёт в гости с рубрикой «Добрый репортаж». - Специальный гость шоу – стилист Татьяна Хворостовская, она расскажет, как сделать свой осенний гардероб экологичным.  Эти и другие добрые новости мы собираем регулярно, чтобы поднять вам настроение сделать ваш день чуточку радостнее и светлее.  Пишите свои добрые истории нам на почту:  email  По вопросам рекламы пишите на email"
327.mp4,327.txt,Разное,Пойдём отойдём I #2I Новый бизнес Сундука,"Сундук открыл новый бизнес по ремонту техники и обуви. К нему стали приходить клиенты, одним из которых становится сам Начальник. Что такого натворил Сундук, из-за чего Начальник хотел закрыть его на 15 суток, смотрите в этом выпуске!"
328.mp4,328.txt,Кулинария,МАКСИМ НАРОДНЫЙ Выпуск №9 ГОТОВИМ ЭКЗОТИЧЕСКИЙ САЛАТ С КУРИЦЕЙ И АНАНАСОМ,Предлагаю подписчикам приготовить экзотический салат с курицей и ананасом.
329.mp4,329.txt,Развлечения,Такой расклад. Эфир 10. Таро. Про ваши планы на декабрь 2022 года,"В этом выпуске шоу «Такой расклад» вы увидите таролога Ксению ПроТаро и ведущую Янину Студилину. Встречаемся в 20:00! Тема недели и этого выпуска – планы на завершающий месяц этого года. В прямом эфире Ксения с помощью таро ответит на вопросы о ваших делах, планах и ожиданиях на ближайший месяц. Дорогие зрители, вопросы по теме можно задавать в чате прямо на странице трансляции. И по ссылкам: Telegram-бот  Официальная страница RUTUBE -23459697_134106 Включайте прямые эфиры каждый понедельник, среду и пятницу в 20:00!"
330.mp4,330.txt,Кулинария,Шеф I Выпуск 6 I Ньокки с тунцом,"В этом выпуске Шеф приготовит картофельные ньокки с тунцом. Павел Коклюшкин расскажет, как сделать простое блюдо более изысканным и придать ему ресторанную изюминку.Что еще приготовить из тунца и где приобрести продукцию Магуро можно узнать на сайте: -tuna.ru  Код регистрации в ЕРИР: Pb3XmBtztCUtKxWJTtjB8JZs6fxqTCCGPSB79YJ"
331.mp4,331.txt,Развлечения,Стендап гороскоп: Карина Салихова - Тельцы,"В этом выпуске шоу “Стендап гороскоп” Карина Салихова расскажет про то, что ждет в 2022 году представителей одного из самых упрямых знаков зодиака – Тельцов."
332.mp4,332.txt,Спорт,Путь бойца. Серия 4,"""Наше дело"" представляет четвёртый выпуск первого сезона реалити-шоу ""Путь бойца"". Участники начинают проявлять себя в командной работе. Кто станет капитаном и приведет своих бойцов к победе. Матч в регбол, укрощение быка, очередные травмы, жёсткие падения, кровь, слёзы от боли и яркие победы. В конце серии ты узнаешь, кто покинет проекта, а кто одержит победу сразу над несколькими соперниками. Смотрите в очередном выпуске реалити-шоу “Путь бойца”. По вопросам рекламы пишите на email"
333.mp4,333.txt,Юмор,Пойдем отойдем I #3 I Погоня за Сундуком по реке,"Сундук поехал на рыбалку с Москвичом. Там погоню за ними устроил Начальник. Что такого натворил Сундук и из-за чего Начальник хотел закрыть его на 15 суток, смотрите в этом выпуске."
334.mp4,334.txt,Лайфстайл,"Почетный гражданин, 2 сезон | Выпуск 5 | Выборг","В преддверии дня всех влюбленных Женя Искандарова и звездный гость Вася Шакулин отправляются в Выборг, один из самых красивых городов России с богатой многовековой историей. Нашим героям придется пройти много интересных испытаний, окунуться в историю города, а также вызволить Женю из темницы Замка. Вернуть свои деньги и телефоны они смогут только если пройдут квест до конца."
335.mp4,335.txt,Юмор,ШЛЯПА | Выпуск 11,"Подписывайся на все наши каналы на Rutube, находи слово спрятанное в предыдущем видео и пиши его в комментариях под постом в Instagram. Может быть именно ты заберешь iPhone 13. Ссылки на наши каналы: Антон Протеинов - / Люди у которых клюёт - / Максим Народный - / Пацанский клининг - / Пойдём отойдём - / ПОЛУПАНОВЫ - / Тот Самый Мент - / Тяпа - / Смехмашина - /  Ссылка на пост в Инстаграм: /  Здорова народ! Это шоу Шляпа, в этом выпуске вы не узнаете топ-10 животных опаснее динозавров, но узнаете какие видосы по мнению Сундука, Тяпы и Егора считаются полной шляпой, а какие можно выложить к себе в сторис! Берите бутербродик, приятного аппетита и приятного просмотра!"
336.mp4,336.txt,Развлечения,Правильная цена I #9,"С вами Макс Климток и это шоу Правильная цена! Шоу, в котором участники зарабатывают баллы, угадывая правильные цены товаров и услуг.  Сегодня мы узнаем, как в ценах ориентируютсяОлег Файербол,Надежда Гуськова, Даня Куклин.  За просмотр шоу вы также можете заплатить свою цену - поставить лайк, подписаться на канал и оставить комментарий."
337.mp4,337.txt,Спорт/Игры,Три лошадиные силы I Выпуск №11,"В новом выпуске «3 лошадиные силы» Саша, Макс и Авет примерят на себя роль ""перевозчиков"". Да-да, из того самого фильма. Парням нужно перевезти девушек по трассе и выполнить не самые приятные задания. Слишком просто?! Сделать это нужно вслепую, а девушки будут подсказывать. Здесь не получится послушать женщину и сделать наоборот. Кстати, спойлер: кто-то из парней потрогает голого мужика."
